tweet,y
"The Value oflife is that it isaccorded the respect and dignity it deserves,",2
"A conversation about race relations, policing, equality and justice in the U.S. @abc6  https://t.co/2Ud8UCF3BK",2
Man can never be a woman's equal in the spirit of selfless service with which nature has endowed her.,2
"@ltsFeminism Depends on what version of ""feminist"" that you mean second wave feminists are terrible. Gender equality people are the best",2
"Liar Liar Pants On Fire! He was a liar then, he's a liar now!     https://t.co/eVqawq63dd",2
Ex:  was hijacked by the oppressor to  to delegitimize our systematic racist claims.,2
RT @jamalhbryant: Pray for ya boy as I prepare to preach the eulogy of  God may bring peace to the family and heal the ci…,2
"@Tantaluman  , Solidarity for ever and fuckoff white supremacists.",1
its  not  its not about white ppl rn u idiots,2
"Praying for ALL, including the police who DO serve and protect us, not ALL are bad and abuse there authority.",2
RT @twinklness: Being in someone's prayers is the purest form of love 😊,2
Injustice anywhere is injustice everywhere,2
Video: drowzysinceday: Women talking openly and objectively about the rights they should have. For the most... http://t.co/aXOYJH8v,2
unity bridge. 20K show unity and support for the 9 victims. http://t.co/HOX7cQYRn4,1
Islam and LGBT solidarity rally  (@ Hartford Gay and Lesbian Health Collective - @hglhc) https://t.co/HDbeyaGbqN,1
@PolyPrep stands in solidarity w/victims of anti-black violence.   http://t.co/VhbMTKZgF3 http://t.co/OthGfWFmwQ,1
"Life is Precious
Cherish God's Gifts
 

 http://t.co/pMuygKlGoy",2
God Bless those families that sacrificed so much https://t.co/UhFqjlBOqk,2
"""There is a process, and we have to respect that process,"" @MayorSRB on  investigation. http://t.co/ZOd1GXe9MA",2
There is remarkable diversity in the arguments anti-gay marriage advocates presented to the Supreme Court. http://t.co/RHE4zzRZqv,0
"Richard: ""Let us have justice in the pursuit of peace.""",0
"""Funny how people preach anout non violence, violence doesn't solve a thing, but proudly support their troops.""-Shawde Banks",0
"RT @ImranHSarker: BREAKING: GOOD NEWS! All 6 Baltimore police officers are now in custody, mayor's office confirms.  http…",1
https://t.co/BAf8kPWNtn WE GOTTA FIGHT Y'ALL FIGHT FOR LIBERTY FOR JUSTICE PEACE N EQUALITY,1
Israel – Neturei Karta paid Shiva Visit to Arab Boy Family Killed and Burned as Revenge. Photos: http://t.co/nXf7jQsgjo http://t.co/aQI9NtJAsM,2
be  and embrace COMPASSION for all creation!   https://t.co/6o1vq0YJ6M,2
RT @AC360: Police and  protesters face off on the streets of   begins right now. http://t.co/sqdVneooFS,0
"I stand in solidarity with all who stand for peace, justice and equality,",1
Evil demons. Your fur is 'harvest' by ripping innocent beings apart! I hope you suffer a faith worse!  http://t.co/4hirh9CdtE,2
RT @UnToldCarlisle: When @BaltimorePolice lie and media tells the truth http://t.co/xygEZk4iW0 http://t.co/nQOC1U5e2F,0
"Peace and Love, Love and Peace.",1
"A signal of dire distress in instances of extreme danger to life or property."" http://t.co/YRpySzPWH9",2
Justice for Alton Sterling,2
"Ermmm, I think his Holiness means God Bless Everyone   https://t.co/SZ0iyaFn8u",2
"Terrorism, hatred, killings and injustice hurt us all, says Shanterra Randle-Brown.  @NazarethCollege",2
https://t.co/NPHg1mOF4V,0
This explains every ignorant shitbrick saying   https://t.co/S6o4bMxZaC,2
Amen proud of my home state South Carolina for showing love and compassion  http://t.co/iGyjmU7CtY,1
@nancyeckerd: Would love to host a persecuted Christian family from Syria.,1
"RT @TheRoot: White House Officials, Eric Garner's relatives and thousands attend  funeral http://t.co/cqrr7v2Sa6 http://t.co/…",1
"Gillard: in our law enforcement officials who are sworn to serve and protect our city w/ honor, dignity, and integrity,” 2/2",1
@hproudy Me too. Her and Morgan are both acting like idiots right now.,2
@markalanb They are liars and crooks and the represents truth and justice which is just an obstacle to Raping of America 2.0,2
Lol what? https://t.co/AMzghWDBXr,2
"I was gonna ask why you're not out there with them, but then i saw your prof says   smh https://t.co/eDGuPvunt1",2
"I cannot intentionally hurt anything that lives, much less fellow-human beings, even though they may do the greatest wrong to me and mine.",2
"""Your peace is sincerely needed as I work for justice on behalf of  - State's Attorney",1
https://t.co/1MwZ7gEr5u,0
"Hopefully, Cecil's death can teach us to have more empathy for human life as well.   http://t.co/pJPkovVHDo",1
"Misunderstanding arising from ignorance breeds fear, and fear remains the greatest enemy of peace.",0
DOJ could sue  for racial discrimination http://t.co/A2Wd9nsgTP,2
https://t.co/Y2mR0reOuQ,2
"God, we need you bad right now.",2
A loyal girlfriend is a blessing 🙌💏🔒,1
Why wouldn't they riot in such a corrupt society?,0
"Abuse freedom, lose freedom.     https://t.co/BLwZvNjEEq https://t.co/SZwe3Ni4n3",2
Still keep a smile on my grill 😎 https://t.co/4dgv1smyRL,2
I posted a new photo to Facebook http://t.co/oVqtPFYOxn,2
"Resistance, rebellion and results: 

https://t.co/TX3Q81m00q

  https://t.co/cjwLW09Wa8",2
Violence breeds more violence  stop ignorance,2
Message on Mt. Olive Freewill Baptist Church's ROCK.We love our community support!   https://t.co/jeohRu7bkm,1
"Don't allow divisive tactics of cowards, frauds and liars to pervert the beauty of life. It's a big beautiful Universe.",2
RT @WilliamAder: It takes a special kind of stupid to investigate voter fraud when you won the election.,2
Photoset: babyplies87: Beautiful red pussy http://t.co/HdjsjYxqOj,2
love love love http://t.co/DaKF2wC1Gb,2
@lindieface right its too funny.... they only hurt themselves now,2
WOW. WOW. WOW. LOVE THIS VIDEO OFBTRUMP SUPPORTER KIDS.     https://t.co/rZCN9PL6JQ,1
"@RicardoFarao thanks a lot for the follow!
You can see my works here: https://t.co/I5vgNkWPcB
Love your feedback. Thank you!",2
The beauty of togetherness 🙌👭👬👫,1
Please support honest convos on social justice issues: http://t.co/ZUS890h3Ph,2
@MyLifeAsAlexC pure sorcery,2
@_imsuckafREE oh fuck no 😭😭😭😭,2
"@starry_one_two @wendyvoss @nodems16 @seanhannity God Bless  and our  Bless our   officers,",2
@minnesotalynx MUCH RESPECT for respecting our fallen NO RESPECT for the Minneapolis police dept.,1
"@CNN - If revenge were the answer, it would never end as those hurt today would then be justified to hurt others tomorrow.",0
"Race, gender, sexuality, and religion don't matter. A life is a life. All human beings matter",1
Respect and tolerate others.,1
I didn't even know what was going on when I tweeted  but they really do.,2
Another unarmed black man in America: Justice Department launches police probe after  death http://t.co/bpq6xkAC7H,0
Anybody on  are as racist as who they're speaking against end oppression of humanity and intelligence,0
RT @chrissyteigen: Ignorance without malice isn't something I can be offended by.,2
RT @hipsterocracy: “Your lack of civility in response to homicidal racism by law enforcement is quite alarming.”,0
Much respect troubleman31 🙏🏾✊🏾     https://t.co/Ow80a9DIIr,2
Obama and his cronies are responsible for this mess. Impeach that bastard!    is a bitch,2
Man @matisyahu had it right. One day can be now    https://t.co/EcJQGXSNGC,2
"Perfect nonviolence is the highest bravery. Nonviolent conduct is never demoralizing, cowardice always is.",2
@RedNationRising @PressSec I can only imagine the pain a 3 day old human life must suffer when murdered...,2
"@MandlaMagidela @MTNza this scambergs are not fair , if black person dies it z nothing bt when whites die it hurts",2
Firefighters are battling the remnants of a four-alarm blaze in New Jersey http://t.co/vhg3ujAjS0 http://t.co/96p2g1j6fx,2
is yet another attempt to undermine a movement for equality and justice of the oppressed.,0
Praying for my city....sin is the problem...Jesus Christ is Lord and Savior...Turn and believe in Him,2
My leg hurts so bad 😣😭,2
"@occupythemob .....to demonstrate peacefully, respect others opinions and not break the law.",1
"@garyrojas tweet away, we always appreciate your honestly ❤️❤️ please carry on 😊",2
"@thesavoyshow you are a massive fukcwit actively promoting and condoning mass murder and violent extremist ideology🔫

 🇺🇸👍",2
"""Give peace to the war on the streets""

Quit the 

 you selfish and racist pricks",2
RT @N_S_Dolkart: Christianity’s founding myth is based on the evil and hypocrisy of the Pharasees. You know who the Pharasees were?,0
"RT @_hannahballard: ""Admission of white privilege is not shameful or acceptance of blame.  It’s a matter of acknowledging the proble..."" ht…",2
"Dear Healing God, heal relationships in the USA! Your Holy Word says that  to You!  Teach us  and End Racism",2
The insidious violence of  http://t.co/O1Ps9Du448,2
I feel like my heart has been broken but no one has done anything to hurt me recently,2
RT @SenatorCardin: After the death of  in  I expect that  will conduct all necessary investigations qui…,1
@FRANI20 @PennyDreadful81  answer2police brutality is 2do nothing.Apathetic,2
When do protests stop being protests..when destruction and looting become the primary objectives.,0
@derekmhopper we hold brown people to a different standard and accept their overt racism as somehow justified.,2
“@meghan_corder: In honor of National Sanctity of Life day❤️👶👣   http://t.co/9qOMmqjLFb”,2
Sign this petition. help enact laws to hold officers accountable for their misconduct https://t.co/YMeC2oW7yX,2
Barack  has willfully brought chaos and anarchy to  And killing of police.  @RealBenCarson @realDonaldTrump,2
"Celebrating 25th anniv. of Ukrainian freedom w/sons, brothers riflemen, American soldiers andother friends @UNISdirect https://t.co/woe6bZLV5J",2
Justice for all ...   http://t.co/S8Sm5I2N8I,2
@velveteenrabbi dangerous to weaken idea of justifiable self-defense.,2
"If  , why are the black ones dying?",2
"In life, we need someone to teach us, love us, hurt us, protect us. In a way, to help us to be a better person.",2
It is a terrible tragedy that costs of war are measured in dollars instead of human lives.,2
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbacV2   https://t.co/xndAXywhDh,2
"Thugs Make SICK Move In Major City After Dallas Cops Murdered... [VIDEO]
   https://t.co/o2Emhf5dF7",2
"Police everywhere, justice nowhere. http://t.co/cDvyqvDCAO    http://t.co/xFmAwH7s3y",0
The one that hurt the most,2
I really can't even imagine what it would feel like to live under a citywide curfew.,2
Up to a total of $25K!,2
RT @tnyCloseRead: What happened in the 45 minutes  was in a police van? And why did he die? http://t.co/FnfPe3GXPx,0
"Father, protect us from unreasonable wicked people, for everyone don’t have faith, Have Mercy on America!",2
RT @Kigoda_Consult: SA companies are paying fines for environmental infractions rather than obeying the law @CentreEnvRights https://t.co/8…,2
"16:90
Allah enjoins the doing of justice and good to others and the giving to kindred, and He forbids indecency and evil and rebellion",2
"Good job @foxandfriends !!  matter 👮💙 the mob mentality of  is outrageous, at best. Liars and racist",2
RT @Zwelinzima1: Chief Luthuli said a nation which don't know it's history and it's traditions is like a tree without roots http://t.co/t1V…,2
@WesleyLowery @HillaryClinton   u can't blame police for all the funerals unfair to do that. Street violence,2
"@zusty ""People trust drug ads more when they see doctors, so why don't we make our drug a doctor?!""",2
I have zero tolerance for foolishness,2
"RT @cbsbaltimore: At 3 p.m. today, protesters promise biggest  protest yet http://t.co/rDdscDLLLo",1
"""Returning violence for violence multiplies violence, adding deeper darkness to a night already devoid of stars."" ~MLK",2
A convicted felon's actions don't represent all those protesting the very real problems of discrimination and violence.,2
@Bergie231 love that,2
He deserved that embarrassment for all the whinging he's been doing. Really hate Arsenal's petulance.,2
"""@petenaotg: Today is Sanctity of Life Sunday. Please retweet if you believe  http://t.co/e3ebLDSjf3 """,1
Almost 20 minutes to curfew and some  protesters are still on the street.  https://t.co/xer6SF3aM8,1
Teach Children Respect Support Local Police  http://t.co/QT6ggYt2JU Via: http://t.co/esJ4MtvmYn,2
Doing evil for evil is never the answer. My prayers and love to all families involved.  http://t.co/scop6PmQge,2
Head Of Partnerships Hints At  “Aggressive Roadmap” For 2015  |   http://t.co/XVAx8vZbId  @techcrunch,2
@Che_Twittara I deplore ALL human rights abuses carried out against innocent and defenceless human beings across the world.,1
All ordinary  have an amazing opportunity with Ummah Bayt-Al-Mal to empower all our Islamic Assets to oneness and prescribe,2
We respect the service and sacrifice of all,2
Protect your spirit   https://t.co/QaoGgwMChT,2
@TheSophTaylor @TheJasonTaylorR @RileyTaylorRP *Smiling at you* I am glad you deserve to be happy,2
@PrettyCleverT needs more freedom,2
The value of human life in Islam |    https://t.co/H2WJ1OMQgB,2
RT @YoungBLKRepub: Let some of the good stuff go viral for a change!  http://t.co/9ZVNKJG3Ts,1
"==&gt;&gt;For Blacks, Christianity disempowers; induces a sense of moral inferiority;… https://t.co/xUAA5GLoN7",2
"Guess people show what they really care about at some point!!!  

Police must obey the same law they hold us accountable for!",2
Not a bad way to go see @LindsayGarces https://t.co/65XAppVtEe,2
Police brutality is not a systemic issue; it is a heart problem.,2
When adults don't no the proper way to act or respect people in authority😒😔,2
RT @pwoodreporter:  stepfather: let us have peace in the pursuit of justice,1
@ShkhRasheed pakistani king of the protest shaikh rasheed ahmad .,2
RT @GeeSpiff: My Mets are a problem this year!!! I told you niggas! 10 in a row.,2
"Teach your kids to respect others, elders and the law.",2
Do not allow others the satisfaction of seeing you suffer,2
@StriegsK @TheBaxterBean as they've elected the most immoral unpatriotic president we've ever seen. Reagan would be proud,0
Remember when Nixon pardoned him https://t.co/SYYYODfE8z,2
"@RobinHoodTax @Sedona_333 thank you holy father.  candidates have lost their souls to inhumane, dirty profits and values",2
RT @cheetah_fierce_: this is never gonna not be funny http://t.co/JriRiRYuiz,2
Love is more divine that hate. Unite against hate and    http://t.co/90DsPeLw5E,1
"@Dutrizac Racism, Sexism and banalisation of violence towards women is not tolerated no more stop spreading hate",2
Teach your children to obey the law and respect others. Change starts at home.,2
"don't understand that without changing so many peoples empathy toward Black lives,",1
Thank God for @larrywilmore and @NightlyShow for speaking truth on  - it's a shame we have to turn to satire for sense!,0
The truth will only hurt the racists and ignorant there's proof for all of this,0
'Trouble w lying and deceiving is that their efficiency depends entirely upon a clear notion of the truth that liar and deceiver wishes to hide',2
"It is your inviolate right, and your sacred and solemn duty to protect what is sacred.",2
10 brutally honest slogans for  http://t.co/qzD4nafDHB,2
Thanks to all who joined and especially to my  co-mods @aj_hartley1 and @RodneyHetherton who model servant leadership every single day,2
@SamiTalansky us Bandrups love you❤️,2
Real Injustice http://t.co/qZbiOSyhjN via @Eric_Carr80,2
Justice..  We want equal rights and justice.     https://t.co/sIi550YvPr,2
'the way to be really despicable is to be contemptuous of other people’s pain.' - james baldwin,0
@GabbyLeann28 @JoeMcca06955051 Black People feel more hurt than they are. The cause does more bad than good.,2
seems to apply to everyone who is not  and still no,2
what  innocents and businesses get hurt cause of people who dont have a clue,2
When is @JerryBrownGov going to do something to protect taxpayers from these racist protestors violating civil rights?,2
Don’t use your circumstances as an excuse to be sour. Start moving forward. This is a new day. You have an... http://t.co/PHH7Y5CIWQ,2
Stephen demonstrating logic apps at,2
Part of me just wants to find the right words to hurt you. The same way you hurt me.,2
"Disgraceful  have no respect or compassion for anyone!  always! 
https://t.co/YqTR1BM7LH",2
RT @GlennThrush: Sweden=perfect case study of Trump technique: 1) shout falsehood 2) pretend u didn't make a mistake 3) accuse fact-checker…,2
"Here's a idea

1) Obey the law
2) Don't act like a thug
3) Show respect

Then maybe u won't get shot?😎😲",2
Batts: Focus on justice not finger-pointing  http://t.co/Hrn2hk0Xai,1
Instead of your [former] shame you shall have a twofold recompense; instead of dishonor and reproach [your people] s… http://t.co/IIFE4mX9GB,2
Christ's compassion towards all lives should cause us to value and affirm each life.,2
RT @AustinMcCoy3: Uprising in Baltimore: Don't let people fool you: idea that violence and protest is a dichotomy is false.,0
"RT @ryangrim: Police claim that a person in their custody, at their mercy, is a witness that police did not in fact kill  That…",0
Or helplessness or a disconnect from the political process    https://t.co/nAQ24x3gcT,2
@kim_tastiic @LeahRBoss all true humans mock it... it is a travesty to activism. It insults the essence of humanity  u peon,2
"Understanding will come , it is a gift from God for hearts that seek him and are striving for purity 

 @LouisFarrakhan",2
Sure but let's aim for equality not segregation  (-: https://t.co/vtSnJ7uzDS,1
RT @janlovesword: Only the merciful grow full of God's Spirit. People who are vindictive do not know the Truth.,1
Acquisition of consciousness [of the living presence of God within one] does not require or mean temple-going. Our bodies r the real temples,2
@g7ayush Not hatred but condemnation perhaps?,2
@ChloJee love you!!!! :D,2
"RT @PenielJoseph:  violence should not obscure the genuine grassroots organizing, peaceful protests, and community buildi…",0
"@Smerconish ""Crazy like a fox?"" Where's the foxiness? God forbid you should say what the rest of us know--he's just crazy.",2
RT @JYSexton: There are many things to fear from a Trump admin. Crackdowns of liberties. Erosion of institutions. But the pure ignorance is…,2
"Respect human rights.  

http://t.co/rpXgFPwBN8",2
We stand for human dignity and equality    http://t.co/Nu815Oms1F,2
RT @Tglover15: No disrespect but you ain't shit,1
marching in Chinatown for justice for  in solidarity with  http://t.co/ZSsCHkzvjx,1
@robjones3030    to protect all citizens! One tragedy does not diminish another.,2
"Best way to forbid our evil is by enjoining our good. Advocate, empower and embrace  we posses. https://t.co/7HtrX1JGE6",2
"RT @94xJINSON: 
JY: Oppa, did it hurt when u fell from heaven? (Reading fan's comment)
JS: U~ did it hurt? TBH it hurts right? https:/…",2
@SheriffClarke    https://t.co/7ivmK9Y6lv,2
when ppl failed to show support and empathy by denigrating  to,0
"Ghafir, Verse 17
This day is each soul requited that which it hath earned; no wrong (is done) this day. Allah is swift at reckoning",2
RT @MamphelaR: @ZackieAchmat @mediawc @IqbalSurve we were proud to stand with @r2kcampaign and other activists to protect press freedom @Ag…,1
