Model and feature tuning leaderboard (scorer=LOGLOSS):
+-------------+--------------+------------+--------------+-----------------+------------+--------------+---------------+-----------------+--------------+--------------------+-----------------+----------------+-----------+---------+-------------------------+----------------------------+--------------------------------+------------------+----------+---------------+---------+----------+---------------+--------------------+------+------+-----------------+-----------------+-------------+-----------+------------------+-------------+--------------+---------------------+--------------------+-------------------+--------------------+--------------------------------------------------------------+----------------------------+----------------+----------+----------+------------------+-------------+---------------+----------------+------------+----------------+------------+----------------+----------------+-------------+--------------+--------------------+----------------+------------+----------+------------+-------------+------------------+------------------+---------------+---------------+---------------+--------------------+----------------------+---------------------+--------------------+----------------------+-------------------+-----------------------+----------------+--------------+----------+-----------------+-------------+----------------+--------------------------------------------------------------------------------------------------------------------+--------------+----------------------+--------------------+----------------------------+---------------------+-------------------------+--------------+--------------------+-----------+--------+
|   job order | job status   | accuracy   | activation   | add_attention   | add_wide   | batch_size   | booster       | boosting_type   | chunk_size   | colsample_bytree   | debug_verbose   | disable_gpus   | dropout   | dummy   | early_stopping_rounds   | early_stopping_threshold   | enable_early_stopping_rounds   | ensemble_level   | epochs   | eval_metric   | gamma   | gpu_id   | grow_policy   | interpretability   | l1   | l2   | layers          | learning_rate   | lossguide   | max_bin   | max_delta_step   | max_depth   | max_leaves   | min_child_samples   | min_child_weight   | min_data_in_bin   | model_class_name   | model_origin                                                 | monotonicity_constraints   | n_estimators   | n_gpus   | n_jobs   | normalize_type   | num_class   | num_classes   | objective      | ort_loss   | ort_loss_tau   | pred_gap   | pred_periods   | random_state   | reg_alpha   | reg_lambda   | scale_pos_weight   | score_f_name   | seed       | silent   | strategy   | subsample   | subsample_freq   | time_tolerance   | train_shape   | tree_method   | valid_shape   | scores             | scores_sd            | tournament scores   | training_times     | rel_time             |   best_iterations |   rel_best_iterations |   ngenes_start |   ngenes_max |   ngenes |   nfeatures_max |   nfeatures | feature cost   | transformers_used                                                                                                  | from_brain   | derived_from_brain   |   from_brain_count |   derived_from_brain_count | rel_scores          | rel_tournament scores   |   complexity | z-score            | is_best   | good   |
|          17 | PASSED       | 7          |              |                 |            |              | decision tree | gbdt            |              | 1.0                |                 | True           |           | False   | 1                       |                            | True                           | 1                |          | mlogloss      | 0       | 0        | lossguide     | 8                  |      |      |                 | 1.0             | False       | 256       | 0                | 12.0        | 32.0         | 1                   | 1                  | 1                 | DecisionTreeModel  | RANDOM                                                       | False                      | 1              | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 1055305050     | 0.0         | 1.0          | 1                  | LOGLOSS        | 1055305050 | True     |            | 1.0         | 0                | 2                | (1842, 2)     | hist          |               | 0.902474164010011  | 0.032586368868739196 | 0.902474164010011   | 1.351015567779541  | 0.026073534917344165 |                 1 |             0.0103093 |              3 |          100 |        3 |             100 |           7 | 7.0            | ['FrequentTransformer', 'TextCNNTransformer', 'TextCharCNNTransformer']                                            | False        | False                |                  0 |                          0 | 0.9152097232369578  | 0.9152097232369578      |     0.989691 | 2.97269920599806   |           |        |
|          13 | PASSED       | 7          |              |                 |            |              | lightgbm      | gbdt            |              | 0.8                |                 | True           |           | False   | 30                      |                            | True                           | 1                |          | mlogloss      | 0       | 0        | depthwise     | 8                  |      |      |                 | 0.05            | False       | 256       | 0                | 6.0         | 0.0          | 1                   | 1                  | 1                 | LightGBMModel      | DefaultIndiv: do_te:True,interp:11,depth:6,num_as_cat:False  | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 1055305050     | 0.0         | 1.0          | 1                  | LOGLOSS        | 1055305050 | True     |            | 0.7         | 1                | 2                | (1842, 2)     | hist          |               | 0.9289097371165465 | 0.039178974265314484 | 0.9289097371165465  | 1.8923594951629639 | 0.036521045759963226 |                15 |             0.154639  |              2 |           50 |        2 |             100 |           6 | 6.0            | ['CVTargetEncodeTransformer', 'TextBiGRUTransformer']                                                              | False        | False                |                  0 |                          0 | 0.8891640348565731  | 0.8891640348565731      |    27.2727   | 3.999671829528968  |           |        |
|           4 | PASSED       | 7          |              |                 |            |              | lightgbm      | gbdt            |              | 0.8                |                 | True           |           | False   | 30                      |                            | True                           | 1                |          | mlogloss      | 0       | 0        | depthwise     | 8                  |      |      |                 | 0.05            | False       | 256       | 0                | 10.0        | 0.0          | 1                   | 1                  | 1                 | LightGBMModel      | DefaultIndiv: do_te:True,interp:8,depth:10,num_as_cat:False  | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 1055305050     | 0.0         | 1.0          | 1                  | LOGLOSS        | 1055305050 | True     |            | 0.7         | 1                | 2                | (1842, 2)     | hist          |               | 0.9295246049730674 | 0.03880425469302018  | 0.9295246049730674  | 3.6918931007385254 | 0.07125062506231297  |                15 |             0.154639  |              2 |          100 |        2 |             100 |           6 | 6.0            | ['CVTargetEncodeTransformer', 'TextBiGRUTransformer']                                                              | False        | False                |                  0 |                          0 | 0.8885758649670589  | 0.8885758649670589      |    97.8024   | 4.023558296948888  |           |        |
|          16 | PASSED       | 7          |              |                 |            |              | lightgbm      | gbdt            |              | 0.65               |                 | True           |           | False   | 30                      |                            | True                           | 1                |          | mlogloss      | 0       | 0        | lossguide     | 8                  |      |      |                 | 0.05            | False       | 64        | 0.0              | 0.0         | 1024.0       | 1                   | 1                  | 1                 | LightGBMModel      | RANDOM                                                       | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 1055305050     | 0.0         | 0.5          | 1.0                | LOGLOSS        | 1055305050 | True     |            | 0.8         | 5                | 2                | (1842, 2)     | hist          |               | 0.930326009012557  | 0.03916763352703268  | 0.930326009012557   | 4.264474153518677  | 0.08230098778848781  |                12 |             0.123711  |              3 |          100 |        3 |             100 |           7 | 7.0            | ['CVTargetEncodeTransformer', 'FrequentTransformer', 'TextBiGRUTransformer']                                       | False        | False                |                  0 |                          0 | 0.8878104254537281  | 0.8878104254537281      |   380.041    | 4.054691346556934  |           |        |
|           6 | PASSED       | 7          |              |                 |            |              | lightgbm      | gbdt            |              | 0.8                |                 | True           |           | False   | 30                      |                            | True                           | 1                |          | mlogloss      | 0       | 0        | depthwise     | 8                  |      |      |                 | 0.05            | False       | 256       | 0                | 6.0         | 0.0          | 1                   | 1                  | 1                 | LightGBMModel      | DefaultIndiv: do_te:False,interp:8,depth:6,num_as_cat:False  | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 1055305050     | 0.0         | 1.0          | 1                  | LOGLOSS        | 1055305050 | True     |            | 0.7         | 1                | 2                | (1842, 2)     | hist          |               | 0.9307303438889732 | 0.039114554176566355 | 0.9307303438889732  | 1.6648564338684082 | 0.03213041610777091  |                14 |             0.14433   |              2 |          100 |        2 |             100 |           4 | 4.0            | ['FrequentTransformer', 'TextBiGRUTransformer']                                                                    | False        | False                |                  0 |                          0 | 0.8874247361710976  | 0.8874247361710976      |    25.4545   | 4.07039900105509   |           |        |
|          18 | PASSED       | 7          |              |                 |            |              | decision tree | gbdt            |              | 1.0                |                 | True           |           | False   | 1                       |                            | True                           | 1                |          | mlogloss      | 0       | 0        | depthwise     | 8                  |      |      |                 | 1.0             | False       | 256       | 0                | 4.0         | 128.0        | 1                   | 1                  | 1                 | DecisionTreeModel  | RANDOM                                                       | False                      | 1              | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 1055305050     | 0.0         | 1.0          | 1                  | LOGLOSS        | 1055305050 | True     |            | 1.0         | 0                | 2                | (1842, 2)     | hist          |               | 0.9455959052306324 | 0.05544486937485014  | 0.9455959052306324  | 1.527536153793335  | 0.029480243006300658 |                 1 |             0.0103093 |              3 |          100 |        3 |             100 |          56 | 56.0           | ['TextBiGRUTransformer', 'TextCharCNNTransformer', 'TextTransformer']                                              | False        | False                |                  0 |                          0 | 0.8734736744345944  | 0.8734736744345944      |     0.989691 | 4.6478982846824675 |           |        |
|          11 | PASSED       | 7          |              |                 |            |              | gbtree        |                 |              | 0.2                | 0               | True           |           | False   | 30                      | 1e-05                      |                                | 1                |          | mlogloss      | 0.1     | 0        | depthwise     | 8                  |      |      |                 | 0.05            | False       | 64        | 0.0              | 10.0        | 0.0          |                     | 1                  |                   | XGBoostGBMModel    | RANDOM                                                       | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 1055305050     | 0.0         | 5.0          | 1.0                | LOGLOSS        | 1055305050 | True     |            | 1           |                  | 2                | (1842, 2)     | hist          |               | 0.9462330106088434 | 0.059944388664932    | 0.9462330106088434  | 8.315394401550293  | 0.1604805536302222   |                70 |             0.721649  |              2 |          100 |        2 |             100 |           6 | 6.0            | ['CVTargetEncodeTransformer', 'TextBiGRUTransformer']                                                              | False        | False                |                  0 |                          0 | 0.8728855584320151  | 0.8728855584320151      |   456.411    | 4.672648638271934  |           |        |
|          12 | PASSED       | 7          |              |                 |            |              | lightgbm      | gbdt            |              | 0.8                |                 | True           |           | False   | 30                      |                            | True                           | 1                |          | mlogloss      | 0       | 0        | depthwise     | 8                  |      |      |                 | 0.05            | False       | 256       | 0                | 10.0        | 0.0          | 1                   | 1                  | 1                 | LightGBMModel      | DefaultIndiv: do_te:True,interp:11,depth:10,num_as_cat:False | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 1055305050     | 0.0         | 1.0          | 1                  | LOGLOSS        | 1055305050 | True     |            | 0.7         | 1                | 2                | (1842, 2)     | hist          |               | 0.9716907277275713 | 0.02063278706039287  | 0.9716907277275713  | 2.6570067405700684 | 0.05127813452196815  |                 5 |             0.0515464 |              2 |           50 |        2 |             100 |           6 | 6.0            | ['CVTargetEncodeTransformer', 'TextCharCNNTransformer']                                                            | False        | False                |                  0 |                          0 | 0.850016477777563   | 0.850016477777563       |    32.6008   | 5.66163338368168   |           |        |
|          22 | PASSED       | 7          |              |                 |            |              | constant      | gbdt            |              | 0.8                |                 | True           |           | False   | 30                      |                            | True                           | 1                |          | mlogloss      | 0       | 0        | depthwise     | 8                  |      |      |                 | 0.05            | False       | 256       | 0                | 6.0         | 0.0          | 1                   | 1                  | 1                 | ConstantModel      | REF_0                                                        | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 1055305050     | 0.0         | 1.0          | 1                  | LOGLOSS        | 1055305050 | True     |            | 0.7         | 1                | 2                | (1842, 2)     | hist          |               | 0.9729837383247074 | 0.019778899992619652 | 0.9729837383247074  | 1.392021656036377  | 0.02686492007935643  |                 1 |             0.0103093 |              1 |            1 |        1 |             100 |           1 | 1.0            | ['CatOriginalTransformer']                                                                                         | False        | False                |                  0 |                          0 | 0.8488868799536577  | 0.8488868799536577      |     0.909089 | 5.711864429547144  |           |        |
|           3 | PASSED       | 7          |              |                 |            |              | lightgbm      | gbdt            |              | 0.8                |                 | True           |           | False   | 30                      |                            | True                           | 1                |          | mlogloss      | 1       | 0        | depthwise     | 8                  |      |      |                 | 0.05            | False       | 64        | 0.0              | 10.0        | 0.0          | 1                   | 1                  | 1                 | LightGBMModel      | RANDOM                                                       | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 1055305050     | 0.0         | 0.5          | 1.0                | LOGLOSS        | 1055305050 | True     |            | 0.5         | 5                | 2                | (1842, 2)     | hist          |               | 0.972984528456924  | 0.019804554537874795 | 0.972984528456924   | 2.069563150405884  | 0.039940936546307766 |                10 |             0.103093  |              1 |          100 |        1 |             100 |           3 | 3.0            | ['CVTargetEncodeTransformer']                                                                                      | False        | False                |                  0 |                          0 | 0.8488861905975041  | 0.8488861905975041      |    32.6008   | 5.711895124707491  |           |        |
|           2 | PASSED       | 7          |              |                 |            |              | lightgbm      | gbdt            |              | 0.8                |                 | True           |           | False   | 30                      |                            | True                           | 1                |          | mlogloss      | 0.001   | 0        | lossguide     | 8                  |      |      |                 | 0.05            | False       | 64        | 0.0              | 0.0         | 1024.0       | 1                   | 1                  | 1                 | LightGBMModel      | RANDOM                                                       | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 1055305050     | 0.0         | 0.5          | 1.0                | LOGLOSS        | 1055305050 | True     |            | 0.5         | 10               | 2                | (1842, 2)     | hist          |               | 0.9729866027563849 | 0.019831144756533    | 0.9729866027563849  | 1.5763375759124756 | 0.03042207196370546  |                 3 |             0.0309278 |              1 |          100 |        1 |             100 |           3 | 3.0            | ['CVTargetEncodeTransformer']                                                                                      | False        | False                |                  0 |                          0 | 0.8488843808663501  | 0.8488843808663501      |    31.6701   | 5.711975707365973  |           |        |
|          26 | PASSED       | 7          | tanh         | True            | False      | 512          | tensorflow    |                 | 1000         |                    |                 | True           | 0.5       | False   |                         |                            |                                | 1                | 5        |               |         | 0        |               | 8                  | 0.0  | 0.0  | (500, 500, 500) | 0.1             | False       |           |                  | 0.0         | 0.0          |                     |                    |                   | TensorFlowModel    | RANDOM                                                       |                            |                | 0        | 4        | streaming        | 3           | 3             |                | 0.5        | 0.01           |            |                | 1055305050     |             |              |                    | LOGLOSS        | 1055305050 | True     | 1cycle     |             |                  | 2                | (1842, 2)     |               |               | 0.9758769559485726 | 0.12299024980635993  | 0.9758769559485726  | 44.74452495574951  | 0.8635340418106019   |                 5 |             0.0515464 |              5 |          100 |        4 |             100 |          12 | 12.0           | ['CVTargetEncodeTransformer', 'TextBiGRUTransformer', 'TextCNNTransformer', 'TextCharCNNTransformer']              | False        | False                |                  0 |                          0 | 0.8463701543902772  | 0.8463701543902772      |     0        | 5.824260528608531  |           |        |
|          20 | PASSED       | 7          |              |                 |            |              | decision tree | gbdt            |              | 1.0                |                 | True           |           | False   | 1                       |                            | True                           | 1                |          | mlogloss      | 0       | 0        | depthwise     | 8                  |      |      |                 | 1.0             | False       | 256       | 0                | 10.0        | 128.0        | 1                   | 1                  | 1                 | DecisionTreeModel  | RANDOM                                                       | False                      | 1              | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 1055305050     | 0.0         | 1.0          | 1                  | LOGLOSS        | 1055305050 | True     |            | 1.0         | 0                | 2                | (1842, 2)     | hist          |               | 0.9912145744536243 | 0.031559051879125326 | 0.9912145744536243  | 1.8252050876617432 | 0.03522501865961351  |                 1 |             0.0103093 |              5 |          100 |        5 |             100 |          60 | 60.0           | ['FrequentTransformer', 'TextBiGRUTransformer', 'TextCNNTransformer', 'TextCharCNNTransformer', 'TextTransformer'] | False        | False                |                  0 |                          0 | 0.8332737947556792  | 0.8332737947556792      |    16.3004   | 6.420098351052223  |           |        |
|           9 | PASSED       | 7          |              |                 |            |              | decision tree | gbdt            |              | 1.0                |                 | True           |           | False   | 1                       |                            | True                           | 1                |          | mlogloss      | 0       | 0        | lossguide     | 8                  |      |      |                 | 1.0             | False       | 256       | 0                | 10.0        | 128.0        | 1                   | 1                  | 1                 | DecisionTreeModel  | SEQUENCE                                                     | False                      | 1              | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 1055305050     | 0.0         | 1.0          | 1                  | LOGLOSS        | 1055305050 | True     |            | 1.0         | 0                | 2                | (1842, 2)     | hist          |               | 1.0234723088717488 | 0.06542390397486658  | 1.0234723088717488  | 1.5284323692321777 | 0.02949753925742864  |                 1 |             0.0103093 |              2 |          100 |        2 |             100 |           6 | 6.0            | ['CVTargetEncodeTransformer', 'TextBiGRUTransformer']                                                              | False        | False                |                  0 |                          0 | 0.8070107248750266  | 0.8070107248750266      |     2.63918  | 7.673251063537004  |           |        |
