Model and feature tuning leaderboard (scorer=LOGLOSS):
+-------------+--------------+------------+--------------+-----------------+------------+--------------+---------------+-----------------+--------------+--------------------+-----------------+----------------+-----------+---------+-------------------------+----------------------------+--------------------------------+------------------+----------+---------------+---------+----------+---------------+--------------------+------+------+-----------------+-----------------+-------------+-----------+------------------+-------------+--------------+---------------------+--------------------+-------------------+--------------------+---------------------------------------------------------------+----------------------------+----------------+----------+----------+------------------+-------------+---------------+----------------+------------+----------------+------------+----------------+----------------+-------------+--------------+--------------------+----------------+-----------+----------+------------+-------------+------------------+------------------+---------------+---------------+---------------+--------------------+----------------------+---------------------+--------------------+----------------------+-------------------+-----------------------+----------------+--------------+----------+-----------------+-------------+----------------+------------------------------------------------------------------------------------------------------------------------------+--------------+----------------------+--------------------+----------------------------+--------------------+-------------------------+--------------+--------------------+-----------+--------+
|   job order | job status   | accuracy   | activation   | add_attention   | add_wide   | batch_size   | booster       | boosting_type   | chunk_size   | colsample_bytree   | debug_verbose   | disable_gpus   | dropout   | dummy   | early_stopping_rounds   | early_stopping_threshold   | enable_early_stopping_rounds   | ensemble_level   | epochs   | eval_metric   | gamma   | gpu_id   | grow_policy   | interpretability   | l1   | l2   | layers          | learning_rate   | lossguide   | max_bin   | max_delta_step   | max_depth   | max_leaves   | min_child_samples   | min_child_weight   | min_data_in_bin   | model_class_name   | model_origin                                                  | monotonicity_constraints   | n_estimators   | n_gpus   | n_jobs   | normalize_type   | num_class   | num_classes   | objective      | ort_loss   | ort_loss_tau   | pred_gap   | pred_periods   | random_state   | reg_alpha   | reg_lambda   | scale_pos_weight   | score_f_name   | seed      | silent   | strategy   | subsample   | subsample_freq   | time_tolerance   | train_shape   | tree_method   | valid_shape   | scores             | scores_sd            | tournament scores   | training_times     | rel_time             |   best_iterations |   rel_best_iterations |   ngenes_start |   ngenes_max |   ngenes |   nfeatures_max |   nfeatures | feature cost   | transformers_used                                                                                                            | from_brain   | derived_from_brain   |   from_brain_count |   derived_from_brain_count | rel_scores         | rel_tournament scores   |   complexity | z-score            | is_best   | good   |
|           5 | PASSED       | 7          |              |                 |            |              | lightgbm      | gbdt            |              | 0.8                |                 | True           |           | False   | 30                      |                            | True                           | 1                |          | mlogloss      | 0       | 0        | depthwise     | 8                  |      |      |                 | 0.05            | False       | 256       | 0                | 10.0        | 0.0          | 1                   | 1                  | 1                 | LightGBMModel      | DefaultIndiv: do_te:False,interp:8,depth:10,num_as_cat:False  | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 101644526      | 0.0         | 1.0          | 1                  | LOGLOSS        | 101644526 | True     |            | 0.7         | 1                | 2                | (1842, 2)     | hist          |               | 0.8871499074247514 | 0.022300011970464325 | 0.8871499074247514  | 3.8599958419799805 | 0.05943675565105006  |                25 |            0.233645   |              2 |          100 |        2 |             100 |           4 | 4.0            | ['FrequentTransformer', 'TextCNNTransformer']                                                                                | False        | False                |                  0 |                          0 | 0.953295505601761  | 0.953295505601761       |   147.77     | 1.654106309383668  |           |        |
|           6 | PASSED       | 7          |              |                 |            |              | lightgbm      | gbdt            |              | 0.8                |                 | True           |           | False   | 30                      |                            | True                           | 1                |          | mlogloss      | 0       | 0        | depthwise     | 8                  |      |      |                 | 0.05            | False       | 256       | 0                | 6.0         | 0.0          | 1                   | 1                  | 1                 | LightGBMModel      | DefaultIndiv: do_te:False,interp:8,depth:6,num_as_cat:False   | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 101644526      | 0.0         | 1.0          | 1                  | LOGLOSS        | 101644526 | True     |            | 0.7         | 1                | 2                | (1842, 2)     | hist          |               | 0.905084492851374  | 0.03193307712787672  | 0.905084492851374   | 2.195885419845581  | 0.033812550707338865 |                23 |            0.214953   |              2 |          100 |        2 |             100 |           4 | 4.0            | ['FrequentTransformer', 'TextBiGRUTransformer']                                                                              | False        | False                |                  0 |                          0 | 0.9344056010491285 | 0.9344056010491285      |    37.9099   | 2.3700833134013535 |           |        |
|          12 | PASSED       | 7          |              |                 |            |              | lightgbm      | gbdt            |              | 0.8                |                 | True           |           | False   | 30                      |                            | True                           | 1                |          | mlogloss      | 0       | 0        | depthwise     | 8                  |      |      |                 | 0.05            | False       | 256       | 0                | 10.0        | 0.0          | 1                   | 1                  | 1                 | LightGBMModel      | DefaultIndiv: do_te:False,interp:11,depth:10,num_as_cat:False | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 101644526      | 0.0         | 1.0          | 1                  | LOGLOSS        | 101644526 | True     |            | 0.7         | 1                | 2                | (1842, 2)     | hist          |               | 0.9077763403914855 | 0.030209053195561976 | 0.9077763403914855  | 3.5433225631713867 | 0.05456057622902548  |                21 |            0.196262   |              2 |           50 |        2 |             100 |           4 | 4.0            | ['FrequentTransformer', 'TextBiGRUTransformer']                                                                              | False        | False                |                  0 |                          0 | 0.9316347892238659 | 0.9316347892238659      |   124.127    | 2.4775461228945916 |           |        |
|           9 | PASSED       | 7          |              |                 |            |              | decision tree | gbdt            |              | 1.0                |                 | True           |           | False   | 1                       |                            | True                           | 1                |          | mlogloss      | 0       | 0        | lossguide     | 8                  |      |      |                 | 1.0             | False       | 256       | 0                | 10.0        | 128.0        | 1                   | 1                  | 1                 | DecisionTreeModel  | SEQUENCE                                                      | False                      | 1              | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 101644526      | 0.0         | 1.0          | 1                  | LOGLOSS        | 101644526 | True     |            | 1.0         | 0                | 2                | (1842, 2)     | hist          |               | 0.9567200890581239 | 0.0330383062170836   | 0.9567200890581239  | 1.6518652439117432 | 0.025435651977407932 |                 1 |            0.00934579 |              2 |          100 |        2 |             100 |           6 | 6.0            | ['CVTargetEncodeTransformer', 'TextCNNTransformer']                                                                          | False        | False                |                  0 |                          0 | 0.8839743507169671 | 0.8839743507169671      |     2.39252  | 4.431457947570287  |           |        |
|          20 | PASSED       | 7          |              |                 |            |              | constant      | gbdt            |              | 0.8                |                 | True           |           | False   | 30                      |                            | True                           | 1                |          | mlogloss      | 0       | 0        | depthwise     | 8                  |      |      |                 | 0.05            | False       | 256       | 0                | 6.0         | 0.0          | 1                   | 1                  | 1                 | ConstantModel      | REF_0                                                         | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 101644526      | 0.0         | 1.0          | 1                  | LOGLOSS        | 101644526 | True     |            | 0.7         | 1                | 2                | (1842, 2)     | hist          |               | 0.9906691930837658 | 0.018451216723796023 | 0.9906691930837658  | 1.322662115097046  | 0.02036653617315785  |                 1 |            0.00934579 |              1 |            1 |        1 |             100 |           1 | 1.0            | ['CatOriginalTransformer']                                                                                                   | False        | False                |                  0 |                          0 | 0.8536815573223591 | 0.8536815573223591      |     0.824127 | 5.786759852306937  |           |        |
|           8 | PASSED       | 7          |              |                 |            |              | lightgbm      | gbdt            |              | 0.8                |                 | True           |           | False   | 30                      |                            | True                           | 1                |          | mlogloss      | 0       | 0        | depthwise     | 8                  |      |      |                 | 0.05            | False       | 256       | 0                | 6.0         | 0.0          | 1                   | 1                  | 1                 | LightGBMModel      | DefaultIndiv: do_te:only,interp:8,depth:6,num_as_cat:False    | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 101644526      | 0.0         | 1.0          | 1                  | LOGLOSS        | 101644526 | True     |            | 0.7         | 1                | 2                | (1842, 2)     | hist          |               | 0.9908819753262322 | 0.01866031104689349  | 0.9908819753262322  | 2.164961338043213  | 0.03333637737216822  |                 2 |            0.0186916  |              2 |          100 |        2 |             100 |           6 | 6.0            | ['CVTargetEncodeTransformer', 'TextCharCNNTransformer']                                                                      | False        | False                |                  0 |                          0 | 0.8534982375318668 | 0.8534982375318668      |     3.29651  | 5.795254455825519  |           |        |
|           2 | PASSED       | 7          |              |                 |            |              | gbtree        |                 |              | 0.3                | 0               | True           |           | False   | 30                      | 1e-05                      |                                | 1                |          | mlogloss      | 0.01    | 0        | lossguide     | 8                  |      |      |                 | 0.05            | False       | 64        | 0.0              | 0.0         | 1024.0       |                     | 1                  |                   | XGBoostGBMModel    | RANDOM                                                        | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 101644526      | 0.0         | 10.0         | 1.0                | LOGLOSS        | 101644526 | True     |            | 0.6         |                  | 2                | (1842, 2)     | hist          |               | 0.9909975151473732 | 0.017933749977133675 | 0.9909975151473732  | 4.134029388427734  | 0.06365636251260852  |                96 |            0.897196   |              1 |          100 |        1 |             100 |           3 | 3.0            | ['CVTargetEncodeTransformer']                                                                                                | False        | False                |                  0 |                          0 | 0.8533987286711469 | 0.8533987286711469      |   918.729    | 5.799866988148818  |           |        |
|           3 | PASSED       | 7          |              |                 |            |              | decision tree | gbdt            |              | 1.0                |                 | True           |           | False   | 1                       |                            | True                           | 1                |          | mlogloss      | 0       | 0        | lossguide     | 8                  |      |      |                 | 1.0             | False       | 256       | 0                | 4.0         | 32.0         | 1                   | 1                  | 1                 | DecisionTreeModel  | RANDOM                                                        | False                      | 1              | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 101644526      | 0.0         | 1.0          | 1                  | LOGLOSS        | 101644526 | True     |            | 1.0         | 0                | 2                | (1842, 2)     | hist          |               | 0.9911715087354335 | 0.018545841022165853 | 0.9911715087354335  | 1.5770041942596436 | 0.024282931068343273 |                 1 |            0.00934579 |              1 |          100 |        1 |             100 |           3 | 3.0            | ['CVTargetEncodeTransformer']                                                                                                | False        | False                |                  0 |                          0 | 0.8532489201813559 | 0.8532489201813559      |     0.299065 | 5.806813087260355  |           |        |
|           4 | PASSED       | 7          |              |                 |            |              | gbtree        |                 |              | 0.4                | 0               | True           |           | False   | 30                      | 1e-05                      |                                | 1                |          | mlogloss      | 0.001   | 0        | lossguide     | 8                  |      |      |                 | 0.05            | False       | 64        | 0.0              | 0.0         | 1024.0       |                     | 1                  |                   | XGBoostGBMModel    | RANDOM                                                        | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 101644526      | 0.0         | 1.0          | 1.0                | LOGLOSS        | 101644526 | True     |            | 0.9         |                  | 2                | (1842, 2)     | hist          |               | 0.9914583790602126 | 0.01776857444655626  | 0.9914583790602126  | 3.633633613586426  | 0.055951198409943406 |               107 |            1          |              1 |          100 |        1 |             100 |           3 | 3.0            | ['CVTargetEncodeTransformer']                                                                                                | False        | False                |                  0 |                          0 | 0.853002039626388  | 0.853002039626388       |  1024        | 5.818265404154844  |           |        |
|          21 | PASSED       | 7          | elu          | True            | False      | 128          | tensorflow    |                 | 1000         |                    |                 | True           | 0.4       | False   |                         |                            |                                | 1                | 10       |               |         | 0        |               | 8                  | 0.0  | 0.0  | (100, 100, 100) | 0.001           | False       |           |                  | 0.0         | 0.0          |                     |                    |                   | TensorFlowModel    | RANDOM                                                        |                            |                | 0        | 4        | streaming        | 3           | 3             |                | 0.5        | 0.01           |            |                | 101644526      |             |              |                    | LOGLOSS        | 101644526 | True     | 1cycle     |             |                  | 2                | (1842, 2)     |               |               | 0.993877453332471  | 0.01595846179598511  | 0.993877453332471   | 64.94290947914124  | 1.0                  |                10 |            0.0934579  |              1 |          100 |        1 |             100 |           3 | 3.0            | ['CVTargetEncodeTransformer']                                                                                                | False        | False                |                  0 |                          0 | 0.8509258527873313 | 0.8509258527873313      |     0        | 5.914838673552909  |           |        |
|          14 | PASSED       | 7          |              |                 |            |              | gbtree        |                 |              | 0.8                | 0               | True           |           | False   | 30                      | 1e-05                      |                                | 1                |          | mlogloss      | 0       | 0        | depthwise     | 8                  |      |      |                 | 0.05            | False       | 256       | 0                | 6.0         | 0.0          |                     | 1                  |                   | XGBoostGBMModel    | SEQUENCE                                                      | False                      | 600            | 0        | 4        |                  | 3           | 3             | multi:softprob |            |                |            |                | 101644526      | 0.0         | 1.0          | 1                  | LOGLOSS        | 101644526 | True     |            | 0.7         |                  | 2                | (1842, 2)     | hist          |               | 1.0107422881016337 | 0.0340021260814037   | 1.0107422881016337  | 4.356834650039673  | 0.0670871490819029   |                32 |            0.299065   |              3 |          100 |        3 |             100 |           7 | 7.0            | ['CVTargetEncodeTransformer', 'FrequentTransformer', 'TextCharCNNTransformer']                                               | False        | False                |                  0 |                          0 | 0.8367276500634495 | 0.8367276500634495      |    79.1162   | 6.588109540096283  |           |        |
|          23 | PASSED       | 7          | selu         | False           | False      | 128          | tensorflow    |                 | 1000         |                    |                 | True           | 0.2       | False   |                         |                            |                                | 1                | 10       |               |         | 0        |               | 8                  | 0.0  | 0.0  | (100, 100, 100) | 0.01            | False       |           |                  | 0.0         | 0.0          |                     |                    |                   | TensorFlowModel    | RANDOM                                                        |                            |                | 0        | 4        | streaming        | 3           | 3             |                | 0.5        | 0.01           |            |                | 101644526      |             |              |                    | LOGLOSS        | 101644526 | True     | 1cycle     |             |                  | 2                | (1842, 2)     |               |               | 1.1457227215749135 | 0.20938032496784503  | 1.1457227215749135  | 36.894896268844604 | 0.568112771120837    |                10 |            0.0934579  |              3 |          100 |        3 |             100 |          56 | 56.0           | ['CVTargetEncodeTransformer', 'TextBiGRUTransformer', 'TextTransformer']                                                     | False        | False                |                  0 |                          0 | 0.7381506918013379 | 0.7381506918013379      |     0        | 11.976741842449243 |           |        |
|          25 | PASSED       | 7          | elu          | True            | False      | 128          | tensorflow    |                 | 1000         |                    |                 | True           | 0.3       | False   |                         |                            |                                | 1                | 5        |               |         | 0        |               | 8                  | 0.0  | 0.0  | (100, 100)      | 0.001           | False       |           |                  | 0.0         | 0.0          |                     |                    |                   | TensorFlowModel    | RANDOM                                                        |                            |                | 0        | 4        | streaming        | 3           | 3             |                | 0.5        | 0.01           |            |                | 101644526      |             |              |                    | LOGLOSS        | 101644526 | True     | 1cycle     |             |                  | 2                | (1842, 2)     |               |               | 1.3386947460937548 | 0.23023244982655341  | 1.3386947460937548  | 37.1879825592041   | 0.5726257547969631   |                 5 |            0.046729   |              5 |          100 |        5 |             100 |          60 | 60.0           | ['CVTargetEncodeTransformer', 'FrequentTransformer', 'TextBiGRUTransformer', 'TextCharCNNTransformer', 'TextTransformer']    | False        | False                |                  0 |                          0 | 0.6317467234489355 | 0.6317467234489355      |     0        | 19.680490141483425 |           |        |
|          24 | PASSED       | 7          | elu          | False           | False      | 128          | tensorflow    |                 | 1000         |                    |                 | True           | 0.2       | False   |                         |                            |                                | 1                | 10       |               |         | 0        |               | 8                  | 0.0  | 0.0  | (500, 500, 500) | 0.001           | False       |           |                  | 0.0         | 0.0          |                     |                    |                   | TensorFlowModel    | RANDOM                                                        |                            |                | 0        | 4        | streaming        | 3           | 3             |                | 0.5        | 0.01           |            |                | 101644526      |             |              |                    | LOGLOSS        | 101644526 | True     | 1cycle     |             |                  | 2                | (1842, 2)     |               |               | 1.630264715247155  | 0.3187858854473598   | 1.630264715247155   | 64.83412981033325  | 0.998324995450921    |                10 |            0.0934579  |              3 |          100 |        3 |             100 |          54 | 54.0           | ['CVTargetEncodeTransformer', 'FrequentTransformer', 'TextTransformer']                                                      | False        | False                |                  0 |                          0 | 0.5187599361216747 | 0.5187599361216747      |     0        | 31.320424269321958 |           |        |
